Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color (product.metafields.shopify.color-pattern),Material de decoración (product.metafields.shopify.decoration-material),Formato de papel (product.metafields.shopify.paper-format),Tamaño de papel (product.metafields.shopify.paper-size),Características de la planta (product.metafields.shopify.plant-characteristics),Forma (product.metafields.shopify.shape),Espacio adecuado (product.metafields.shopify.suitable-space),Luz solar (product.metafields.shopify.sunlight),Forma de jarrón (product.metafields.shopify.vase-shape),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
rodon-esfera,Rodón esféra,"<meta charset=""utf-8"">
<p data-mce-fragment=""1"">Las flores dependerán de la estación del año, siempre se respeta el colorido de la composición.</p>
<p data-mce-fragment=""1""> <br data-mce-fragment=""1""></p>
<div style=""text-align: center;""><span data-mce-fragment=""1"" style=""color: #b3b3b3;"">* El arreglo de la foto es tamaño: '60 x 50 cms' / El envío no está incluido en este precio</span></div>",Las Lira,Uncategorized,"",Funerales,false,Title,Default Title,,,,,,,,F310,0.0,shopify,deny,manual,85000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_7013.jpg?v=1655489964,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
sobreurna-blanco,Sobre Urna en blancos y verdes,"<p style=""text-align: center;""><meta charset=""utf-8""><em>Las flores pueden variar debido a las temporadas, se mantiene siempre el colorido</em></p>
<p style=""text-align: left;""><meta charset=""utf-8"">Este arreglo floral está diseñado para ponerse sobre la urna.<br>Ofrecemos tres opciones de tamaño, variando únicamente en el largo. Las flores seleccionadas dependerán de la estación del año, sin embargo siempre se respetará el colorido de la composición de la foto.</p>
<p style=""text-align: center;""><meta charset=""utf-8""><span style=""color: #b3b3b3;"">* El arreglo de la foto es tamaño L: '140 largo x 50 ancho' / El envío no está incluido en este precio</span></p>",Las Lira,Home & Garden > Plants > Flowers,Flores,Funerales,true,Size,S (70 x 50),,,,,,,,F311,0.0,shopify,deny,manual,100000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/Arreglos02.jpg?v=1655490000,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
sobreurna-blanco,,,,,,,,,M (100 x 50),,,,,,,,F312,0.0,shopify,deny,manual,150000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/Arreglos01.jpg?v=1655490000,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sobreurna-blanco,,,,,,,,,L (140 x 50),,,,,,,,F313,0.0,shopify,deny,manual,280000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_7050.jpg?v=1655490062,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sobreurna-en-violetas,Sobre Urna en Lilas,"<p style=""text-align: center;""><meta charset=""utf-8""><em>Las flores pueden variar debido a las temporadas, se mantiene siempre el colorido<br><br></em>Este arreglo floral está diseñado para ponerse sobre la urna.<br>Ofrecemos tres opciones de tamaño, variando únicamente en el largo. Las flores seleccionadas dependerán de la estación del año, sin embargo siempre se respetará el colorido de la composición de la foto.<br><br><meta charset=""utf-8""><span style=""color: #b3b3b3;"">* El arreglo de la foto es tamaño S: '75 largo x 50 ancho' / El envío no está incluido en este precio</span></p>",Las Lira,Uncategorized,"",Funerales,true,Size,S (75 x 50),,,,,,,,F314,0.0,shopify,deny,manual,100000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_17782.jpg?v=1655484910,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
sobreurna-en-violetas,,,,,,,,,M (100 x 50),,,,,,,,F315,0.0,shopify,deny,manual,150000,,true,false,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sobreurna-en-violetas,,,,,,,,,L (140 x 50),,,,,,,,F316,0.0,shopify,deny,manual,280000,,true,false,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
canasto-con-azules,Canasto 360º blanco y azules,"<p><meta charset=""utf-8""><em>Las flores pueden variar debido a las temporadas, se mantiene siempre el colorido</em><br><br>Este arreglo de condolencias en tonos blancos y toques azules es de ruedo completo, lo que significa que está adornado con flores en todos sus lados, proporcionando una linda vista desde cualquier ángulo. Cuenta con un asa que facilita su transporte y movimiento.</p>
<p>Disponemos de tres tamaños para adaptarnos a sus necesidades. </p>
<p> <span style=""color: #b3b3b3;"">* El arreglo de las fotos es tamaño M: '45 x 50 cms' / El envío no está incluido en este precio</span></p>",Las Lira,Home & Garden > Plants > Flowers,Flowers,Funerales,true,Size,S (35 x 40 cms),,,,,,,,F307,0.0,shopify,deny,manual,55000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_7060.jpg?v=1655421376,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
canasto-con-azules,,,,,,,,,M (45 x 50 cms),,,,,,,,F308,0.0,shopify,deny,manual,73000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_7072.jpg?v=1655421376,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
canasto-con-azules,,,,,,,,,L (55 x 60 cms),,,,,,,,F309,0.0,shopify,deny,manual,92000,,true,false,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
canasto-colorido,Canasto 360º Colorido,"<p><meta charset=""utf-8""><em>Las flores pueden variar debido a las temporadas, se mantiene siempre el colorido<br></em><br>Este arreglo en colores alegres es de ruedo completo, lo que significa que está adornado con flores en todos sus lados, proporcionando una linda vista desde cualquier ángulo. Cuenta con un asa que facilita su transporte y movimiento.</p>
<p>Disponemos de tres tamaños para adaptarnos a sus necesidades. </p>
<div style=""text-align: center;""><span style=""color: #b3b3b3;"">* El arreglo de las fotos es tamaño M: '60 x 60 cms' / El envío no está incluido en este precio</span></div>",Las Lira,Uncategorized,"",Funerales,true,Size,S (35 x 40 cms),,,,,,,,F304,0.0,shopify,deny,manual,64000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/files/MG_0132-Edit.jpg?v=1721671876,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
canasto-colorido,,,,,,,,,M (45 x 50 cms),,,,,,,,F305,0.0,shopify,deny,manual,78000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/files/MG_0116-Edit.jpg?v=1721671915,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
canasto-colorido,,,,,,,,,L (55 x 60 cms),,,,,,,,F306,0.0,shopify,deny,manual,110000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/files/MG_0126-Edit.jpg?v=1721671985,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
canasto-con-asa-circular,Canasto 360º blancos y verdes,"<p><meta charset=""utf-8""><meta charset=""utf-8"">Este arreglo en colores blancos y verdes es de ruedo completo, lo que significa que está adornado con flores en todos sus lados, proporcionando una linda vista desde cualquier ángulo. Cuenta con un asa que facilita su transporte y movimiento.</p>
<p>Disponemos de tres tamaños para adaptarnos a sus necesidades. </p>
<p style=""text-align: center;""><a data-encoded-attr-charset=""dXRmLTg="" data-encoded-tag-value="""" data-encoded-tag-name=""meta""></a><span style=""color: #b3b3b3;"">* El arreglo de las fotos es tamaño S: '35 x 40 cms' / El envío no está incluido en este precio</span></p>",Las Lira,Uncategorized,Flowers,Funerales,true,Size,S (35 x 40 cms),,,,,,,,F301,0.0,shopify,deny,manual,55000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_1254.jpg?v=1655417309,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
canasto-con-asa-circular,,,,,,,,,M (45 x 50 cms),,,,,,,,F302,0.0,shopify,deny,manual,73000,,true,false,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
canasto-con-asa-circular,,,,,,,,,L (55 x 60 cms),,,,,,,,F303,0.0,shopify,deny,manual,92000,,true,false,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
amarilys-en-brisero,Amaryllis en Brisero - Blanco,"<p><meta charset=""utf-8""><span data-mce-fragment=""1"">Pasada su floración debes trasplantarlos a tierra o a un macetero con drenaje (con un hoyo) y así podrán florecer cada año si quedan en un lugar óptimo para su desarrollo. Para su mejor duración debes mantenerlos en lugares frescos -nunca con luz directa o cerca de una fuente de calor- y el riego depende de la humedad de la tierra. ¡Disfruta del espectáculo!</span></p>
<p style=""text-align: center;""><span data-mce-fragment=""1"" style=""color: #b3b3b3;"">* El arreglo de las fotos es de tamaño '60 x 15 cms' / El envío no está incluido en este precio</span></p>",Las Lira,Home & Garden > Plants > Seeds > Plant & Flower Bulbs,"",Bulbos,false,Color,Blanco,,,,,,,,P202,0.0,shopify,deny,manual,38000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/2.jpg?v=1652993414,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
amarilys-en-brisero,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/amarilis.jpg?v=1652993414,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amarilys-en-brisero,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_1450.jpg?v=1652993463,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caja-4-jacintos,Caja 4 Jacintos,"<meta charset=""utf-8""><span data-mce-fragment=""1"">Este arreglo NO es hecho con flores de corte, sino que con bulbos, los cuales pasados su floración debes trasplantarlos a tierra y así podrán florecer cada año si quedan en un lugar óptimo para su desarrollo. Para su mejor duración debes mantenerlos en lugares frescos -nunca con luz directa o cerca de una fuente de calor- y el riego depende de la humedad de la tierra. ¡Disfruta del exquisito olor de los jacintos! </span>
<p data-mce-fragment=""1""> <br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">* El arreglo de las fotos es de tamaño '30 x 26 x 26 cms' / El envío no está incluido en este precio</span></p>",Las Lira,Home & Garden > Plants > Seeds > Plant & Flower Bulbs,Bulbos de plantas y flores,Bulbos,false,Title,Default Title,,,,,,,,P203,0.0,shopify,deny,manual,43000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_0630.jpg?v=1652987464,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
ada-jacintos,Ada Jacintos,"<p><meta charset=""utf-8""><span data-mce-fragment=""1"">Este arreglo NO es hecho con flores de corte, sino que con bulbos, los cuales pasados su floración debes trasplantarlos a tierra y así podrán florecer cada año si quedan en un lugar óptimo para su desarrollo. Para su mejor duración debes mantenerlos en lugares frescos -nunca con luz directa o cerca de una fuente de calor- y el riego depende de la humedad de la tierra. ¡Disfruta del exquisito olor de los jacintos! </span></p>
<p> </p>
<p data-mce-fragment=""1"" style=""text-align: center;""><span data-mce-fragment=""1"" style=""color: #b3b3b3;"">* El arreglo de las fotos es de tamaño '20 x 20 x 25 cms' / El envío no está incluido en este precio</span></p>",Las Lira,,"",Bulbos,false,Title,Default Title,,,,,,,,P201,0.0,shopify,deny,manual,35000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/adajacintos.png?v=1652982131,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
la-creme,La crème,"<meta charset=""utf-8"">
<p data-mce-fragment=""1"">Muchas personas creen que hay que quitarles la amarra para ponerlos en agua, pero ¡no! La gracia del bouquet es su forma redonda y apretada, y para llegar a ella una persona se puede demorar hasta 1 hora. </p>
<p data-mce-fragment=""1"">Para una mejor durabilidad hay que dejarlas lejos de sol directo o cualquier fuente de calor directa (por ejemplo radiadores), cambia el agua cada dos días y cada vez que lo hagas ve de cortarle un poco los tallos para que las flores puedan succionar mejor el agua. </p>
<p style=""text-align: center;"" data-mce-fragment=""1""><span style=""color: #b3b3b3;"">* Este ramo lleva 50 unidades de rosa</span></p>",Las Lira,Home & Garden > Plants > Flowers,Flores,Ramos,true,Title,Default Title,,,,,,,,F204,0.0,shopify,deny,manual,130000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/lasliras-_c_RDF3156-2.jpg?v=1652828740,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
la-creme,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/lasliras-_c_RDF3171-2.jpg?v=1652828740,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
silvestre,Silvestre,"<meta charset=""utf-8"">
<p data-mce-fragment=""1"">Este ramo va a variar tanto en flores como en colorido dependiendo de la época del año, podríamos decir que es ¡a gusto nuestro! Se conserva su armado suelto e informal, que parezca sacado del jardín. </p>
<p data-mce-fragment=""1"">Para una mejor durabilidad hay que dejarlas lejos de sol directo o cualquier fuente de calor directa (por ejemplo radiadores), cambia el agua cada dos días y cada vez que lo hagas ve de cortarle un poco los tallos para que las flores puedan succionar mejor el agua. <br></p>",Las Lira,Home & Garden > Plants > Flowers,Flores,Ramos,true,Title,Default Title,,,,,,,,F206,0.0,shopify,deny,manual,67000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/lasliras-_c_RDF3177-2.jpg?v=1652828601,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
silvestre,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/lasliras-_c_RDF3218-2.jpg?v=1652828601,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pascual,Pascual,"<p> </p>
<p data-mce-fragment=""1"">Para una mejor durabilidad hay que dejarlas lejos de sol directo o cualquier fuente de calor directa (por ejemplo radiadores), cambia el agua cada dos días y cada vez que lo hagas ve de cortarle un poco los tallos para que las flores puedan succionar mejor el agua. <br></p>
<p data-mce-fragment=""1"">¡Ojo! La idea es que no le sueltes la rafia con que viene amarrado, de esa manera conservas la forma del ramo y la distribución de flores.</p>",Las Lira,Home & Garden > Plants > Flowers,Flores,"Ramos, San Valentin",true,Title,Default Title,,,,,,,,F205,0.0,shopify,deny,manual,55000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_8533.jpg?v=1654548817,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
pascual,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_8535.jpg?v=1652828294,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bouquet-colores,Bouquet Colores,"<meta charset=""utf-8"">
<p data-mce-fragment=""1""><em>Las flores pueden variar, se mantiene colorido</em></p>
<p data-mce-fragment=""1"">Muchas personas creen que hay que quitarles la amarra para ponerlos en agua, pero ¡no! La gracia del bouquet es su forma redonda y apretada, y para llegar a ella una persona se puede demorar hasta 1 hora. </p>
<p data-mce-fragment=""1"">Para una mejor durabilidad hay que dejarlas lejos de sol directo o cualquier fuente de calor directa (por ejemplo radiadores), cambia el agua cada dos días y cada vez que lo hagas ve de cortarle un poco los tallos para que las flores puedan succionar mejor el agua. </p>",Las Lira,Home & Garden > Plants > Flowers,Flores,Ramos,true,Title,Default Title,,,,,,,,F201,0.0,shopify,deny,manual,60000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/3.Colorido-2.jpg?v=1652828083,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
bouquets-passion,Bouquet Passion,"<meta charset=""utf-8"">
<p data-mce-fragment=""1"">Muchas personas creen que hay que quitarles la amarra para ponerlos en agua, pero ¡no! La gracia del bouquet es su forma redonda y apretada, y para llegar a ella una persona se puede demorar hasta 1 hora. </p>
<p data-mce-fragment=""1"">Para una mejor durabilidad hay que dejarlas lejos de cualquier fuente de calor directa (por ejemplo radiadores) y luz directa, cambia el agua cada dos días y cada vez que lo hagas ve de cortarle un poco los tallos para que las flores puedan succionar mejor el agua. </p>
<p style=""text-align: center;"" data-mce-fragment=""1""><span style=""color: #b3b3b3;"">* El bouquet tiene 50 unidades de rosa</span></p>",Las Lira,Home & Garden > Plants > Flowers,Flores,"Ramos, San Valentin",true,Title,Default Title,,,,,,,,F203,0.0,shopify,deny,manual,148000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/2.Passion-2.jpg?v=1652827975,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
bouquet-en-lilas,Bouquet en Lilas,"<p><em>Las flores pueden variar según la temporada, se mantiene el colorido</em></p>
<p>Muchas personas creen que hay que quitarles la amarra para ponerlos en agua, pero ¡no! La gracia del bouquet es su forma redonda y apretada, y para llegar a ella una persona se puede demorar hasta 1 hora. </p>
<p>Para una mejor durabilidad hay que dejarlas lejos de sol directo o cualquier fuente de calor directa (por ejemplo radiadores), cambia el agua cada dos días y cada vez que lo hagas ve de cortarle un poco los tallos para que las flores puedan succionar mejor el agua. </p>",Las Lira,Home & Garden > Plants > Flowers,Flores,Ramos,true,Title,Default Title,,,,,,,,F202,0.0,shopify,deny,manual,65000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_1026_d3c77db9-d4e3-43e8-bd6a-d78f36e990f8.jpg?v=1652827636,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
bouquet-en-lilas,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_1027_0d8afec0-41c9-4e86-9a6c-b6f0739f63a4.jpg?v=1652827636,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
narcisos-en-boina,Narcisos en boina,"<p><meta charset=""utf-8""><span data-mce-fragment=""1"">Estos arreglos NO son hechos con flores de corte, sino que con bulbos, los cuales pasados su floración debes trasplantarlos a tierra y así podrán florecer cada año si quedan en un lugar óptimo para su desarrollo. Esta especie se llama Yellow Paradise, es un narciso de trompeta grande (6 cms aprox). Para su mejor duración debes mantenerlos en lugares frescos -nunca con luz directa o cerca de una fuente de calor- y el riego depende de la humedad de la tierra. </span></p>
<p style=""text-align: center;""><span data-mce-fragment=""1""><meta charset=""utf-8""> <span style=""color: #b3b3b3;"">* El arreglo de las fotos es de tamaño '45 x 30 cms' / El envío no está incluido en este precio</span></span></p>",Las Lira,Home & Garden > Plants > Seeds > Plant & Flower Bulbs,Bulbos de plantas y flores,"",false,Title,Default Title,,,,,,,,P204,0.0,shopify,deny,manual,80000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_1214.jpg?v=1652821096,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
narcisos-en-boina,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_1224.jpg?v=1652821095,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
narcisos-en-boina,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_1220.jpg?v=1652821095,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
narcisos-en-boina,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_1218.jpg?v=1652821095,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tete-a-tete,Tête a tête,"<p>Estos arreglos NO son hechos con flores de corte, sino que con bulbos, los cuales pasados su floración puedes trasplantarlos a tierra y así florecer cada año si quedan en un lugar óptimo para su desarrollo. Esta especie se llama tête a tête, es un narciso de trompeta amarilla y pequeña, en donde una papa provee varios botones. En este arreglo vienen 5 bulbos aprox.</p>
<p style=""text-align: center;""><meta charset=""utf-8""><span style=""color: #b3b3b3;"">* El arreglo de las fotos es de tamaño '40 x 20 cms' / El envío no está incluido en este precio</span></p>
<p><br></p>",Las Lira,Home & Garden > Plants > Seeds > Plant & Flower Bulbs,Bulbos de plantas y flores,Bulbos,false,Title,Default Title,,,,,,,,P205,0.0,shopify,deny,manual,44000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_9022.png?v=1652983937,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
bridal,Bridal,"<meta charset=""utf-8"">
<p data-mce-fragment=""1""><em data-mce-fragment=""1"">Las flores pueden variar debido a las temporadas, se mantiene siempre el colorido</em><br data-mce-fragment=""1""><br data-mce-fragment=""1"">Para que tu arreglo tenga una vida útil más larga te recomendamos sacarlo por las noches a un lugar frío, porque en general el calor y la falta de agua son el gran enemigo de las flores de corte. Para este último punto, debes checkear con tu dedo que el OASIS (material en donde se acomodan las flores) esté siempre mojado. Ahora, ¿cómo hidratarlas? Nunca debes ""regar"" las flores por encima, sino que hacer un espacio para que el agua -con tu regadera o botella- llegue directamente al OASIS. Retira las flores que estén moribundas, así evitas la acumulación de bacterias y las que quedan se verán más frescas.</p>
<p style=""text-align: center;"" data-mce-fragment=""1""><meta charset=""utf-8""><span style=""color: #b3b3b3;"" data-mce-fragment=""1"">* El arreglo de las fotos es de tamaño '45 x 35 cms' / El envío no está incluido en este precio</span></p>",Las Lira,Home & Garden > Plants > Flowers,Flores,Arreglos,true,Title,Default Title,,,,,,,,F113,0.0,shopify,deny,manual,65000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/lasliras-_c_RDF3136-2.jpg?v=1652813013,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
